icd9code,long_description,short_description
014.81,Other tuberculosis of intestines - peritoneum - and mesenteric glands - bacteriological or histological examination not done,Intestin TB NEC-no exam
014.82,Other tuberculosis of intestines - peritoneum - and mesenteric glands - bacteriological or histological examination unknown (at present),Intest TB NEC-exam unkn
014.83,Other tuberculosis of intestines - peritoneum - and mesenteric glands - tubercle bacilli found (in sputum) by microscopy,Intestin TB NEC-micro dx
014.84,Other tuberculosis of intestines - peritoneum - and mesenteric glands - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,Intestin TB NEC-cult dx
014.85,Other tuberculosis of intestines - peritoneum - and mesenteric glands - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,Intestin TB NEC-histo dx
014.86,Other tuberculosis of intestines - peritoneum - and mesenteric glands - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],Intestin TB NEC-oth test
015.00,Tuberculosis of vertebral column - unspecified,TB of vertebra-unspec
015.01,Tuberculosis of vertebral column - bacteriological or histological examination not done,TB of vertebra-no exam
015.02,Tuberculosis of vertebral column - bacteriological or histological examination unknown (at present),TB of vertebra-exam unkn
015.03,Tuberculosis of vertebral column - tubercle bacilli found (in sputum) by microscopy,TB of vertebra-micro dx
015.04,Tuberculosis of vertebral column - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of vertebra-cult dx
015.05,Tuberculosis of vertebral column - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of vertebra-histo dx
015.06,Tuberculosis of vertebral column - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of vertebra-oth test
015.10,Tuberculosis of hip - unspecified,TB of hip-unspec
015.11,Tuberculosis of hip - bacteriological or histological examination not done,TB of hip-no exam
015.12,Tuberculosis of hip - bacteriological or histological examination unknown (at present),TB of hip-exam unkn
015.13,Tuberculosis of hip - tubercle bacilli found (in sputum) by microscopy,TB of hip-micro dx
015.14,Tuberculosis of hip - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of hip-cult dx
015.15,Tuberculosis of hip - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of hip-histo dx
015.16,Tuberculosis of hip - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of hip-oth test
015.20,Tuberculosis of knee - unspecified,TB of knee-unspec
015.21,Tuberculosis of knee - bacteriological or histological examination not done,TB of knee-no exam
015.22,Tuberculosis of knee - bacteriological or histological examination unknown (at present),TB of knee-exam unkn
015.23,Tuberculosis of knee - tubercle bacilli found (in sputum) by microscopy,TB of knee-micro dx
015.24,Tuberculosis of knee - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of knee-cult dx
015.25,Tuberculosis of knee - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of knee-histo dx
015.26,Tuberculosis of knee - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of knee-oth test
015.50,Tuberculosis of limb bones - unspecified,TB of limb bones-unspec
015.51,Tuberculosis of limb bones - bacteriological or histological examination not done,TB limb bones-no exam
015.52,Tuberculosis of limb bones - bacteriological or histological examination unknown (at present),TB limb bones-exam unkn
015.53,Tuberculosis of limb bones - tubercle bacilli found (in sputum) by microscopy,TB limb bones-micro dx
015.54,Tuberculosis of limb bones - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB limb bones-cult dx
015.55,Tuberculosis of limb bones - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB limb bones-histo dx
015.56,Tuberculosis of limb bones - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB limb bones-oth test
015.60,Tuberculosis of mastoid - unspecified,TB of mastoid-unspec
015.61,Tuberculosis of mastoid - bacteriological or histological examination not done,TB of mastoid-no exam
015.62,Tuberculosis of mastoid - bacteriological or histological examination unknown (at present),TB of mastoid-exam unkn
015.63,Tuberculosis of mastoid - tubercle bacilli found (in sputum) by microscopy,TB of mastoid-micro dx
015.64,Tuberculosis of mastoid - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of mastoid-cult dx
015.65,Tuberculosis of mastoid - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of mastoid-histo dx
015.66,Tuberculosis of mastoid - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of mastoid-oth test
015.70,Tuberculosis of other specified bone - unspecified,TB of bone NEC-unspec
015.71,Tuberculosis of other specified bone - bacteriological or histological examination not done,TB of bone NEC-no exam
015.72,Tuberculosis of other specified bone - bacteriological or histological examination unknown (at present),TB of bone NEC-exam unkn
015.73,Tuberculosis of other specified bone - tubercle bacilli found (in sputum) by microscopy,TB of bone NEC-micro dx
015.74,Tuberculosis of other specified bone - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of bone NEC-cult dx
015.75,Tuberculosis of other specified bone - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of bone NEC-histo dx
015.76,Tuberculosis of other specified bone - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of bone NEC-oth test
015.80,Tuberculosis of other specified joint - unspecified,TB of joint NEC-unspec
015.81,Tuberculosis of other specified joint - bacteriological or histological examination not done,TB of joint NEC-no exam
015.82,Tuberculosis of other specified joint - bacteriological or histological examination unknown (at present),TB joint NEC-exam unkn
015.83,Tuberculosis of other specified joint - tubercle bacilli found (in sputum) by microscopy,TB of joint NEC-micro dx
015.84,Tuberculosis of other specified joint - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of joint NEC-cult dx
015.85,Tuberculosis of other specified joint - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of joint NEC-histo dx
015.86,Tuberculosis of other specified joint - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of joint NEC-oth test
015.90,Tuberculosis of unspecified bones and joints - unspecified,TB bone/joint NOS-unspec
015.91,Tuberculosis of unspecified bones and joints - bacteriological or histological examination not done,TB bone/jt NOS-no exam
015.92,Tuberculosis of unspecified bones and joints - bacteriological or histological examination unknown (at present),TB bone/jt NOS-exam unkn
015.93,Tuberculosis of unspecified bones and joints - tubercle bacilli found (in sputum) by microscopy,TB bone/jt NOS-micro dx
015.94,Tuberculosis of unspecified bones and joints - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB bone/jt NOS-cult dx
015.95,Tuberculosis of unspecified bones and joints - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB bone/jt NOS-histo dx
015.96,Tuberculosis of unspecified bones and joints - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB bone/jt NOS-oth test
016.00,Tuberculosis of kidney - unspecified,TB of kidney-unspec
016.01,Tuberculosis of kidney - bacteriological or histological examination not done,TB of kidney-no exam
016.02,Tuberculosis of kidney - bacteriological or histological examination unknown (at present),TB of kidney-exam unkn
016.03,Tuberculosis of kidney - tubercle bacilli found (in sputum) by microscopy,TB of kidney-micro dx
016.04,Tuberculosis of kidney - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of kidney-cult dx
016.05,Tuberculosis of kidney - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of kidney-histo dx
016.06,Tuberculosis of kidney - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of kidney-oth test
016.10,Tuberculosis of bladder - unspecified,TB of bladder-unspec
016.11,Tuberculosis of bladder - bacteriological or histological examination not done,TB of bladder-no exam
016.12,Tuberculosis of bladder - bacteriological or histological examination unknown (at present),TB of bladder-exam unkn
016.13,Tuberculosis of bladder - tubercle bacilli found (in sputum) by microscopy,TB of bladder-micro dx
016.14,Tuberculosis of bladder - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of bladder-cult dx
016.15,Tuberculosis of bladder - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of bladder-histo dx
016.16,Tuberculosis of bladder - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of bladder-oth test
016.20,Tuberculosis of ureter - unspecified,TB of ureter-unspec
016.21,Tuberculosis of ureter - bacteriological or histological examination not done,TB of ureter-no exam
016.22,Tuberculosis of ureter - bacteriological or histological examination unknown (at present),TB of ureter-exam unkn
016.23,Tuberculosis of ureter - tubercle bacilli found (in sputum) by microscopy,TB of ureter-micro dx
016.24,Tuberculosis of ureter - tubercle bacilli not found (in sputum) by microscopy - but found by bacterial culture,TB of ureter-cult dx
016.25,Tuberculosis of ureter - tubercle bacilli not found by bacteriological examination - but tuberculosis confirmed histologically,TB of ureter-histo dx
016.26,Tuberculosis of ureter - tubercle bacilli not found by bacteriological or histological examination - but tuberculosis confirmed by other methods [inoculation of animals],TB of ureter-oth test
016.30,Tuberculosis of other urinary organs - unspecified,TB urinary NEC-unspec
016.31,Tuberculosis of other urinary organs - bacteriological or histological examination not done,TB urinary NEC-no exam
