Diag Code   Short Description               Long Description
01484       Intestin TB NEC-cult dx         Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01485       Intestin TB NEC-histo dx        Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01486       Intestin TB NEC-oth test        Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01500       TB of vertebra-unspec           Tuberculosis of vertebral column, unspecified
01501       TB of vertebra-no exam          Tuberculosis of vertebral column, bacteriological or histological examination not done
01502       TB of vertebra-exam unkn        Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)
01503       TB of vertebra-micro dx         Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy
01504       TB of vertebra-cult dx          Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01505       TB of vertebra-histo dx         Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01506       TB of vertebra-oth test         Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01510       TB of hip-unspec                Tuberculosis of hip, unspecified
01511       TB of hip-no exam               Tuberculosis of hip, bacteriological or histological examination not done
01512       TB of hip-exam unkn             Tuberculosis of hip, bacteriological or histological examination unknown (at present)
01513       TB of hip-micro dx              Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy
01514       TB of hip-cult dx               Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01515       TB of hip-histo dx              Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01516       TB of hip-oth test              Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01520       TB of knee-unspec               Tuberculosis of knee, unspecified
01521       TB of knee-no exam              Tuberculosis of knee, bacteriological or histological examination not done
01522       TB of knee-exam unkn            Tuberculosis of knee, bacteriological or histological examination unknown (at present)
01523       TB of knee-micro dx             Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy
01524       TB of knee-cult dx              Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01525       TB of knee-histo dx             Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01526       TB of knee-oth test             Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01550       TB of limb bones-unspec         Tuberculosis of limb bones, unspecified
01551       TB limb bones-no exam           Tuberculosis of limb bones, bacteriological or histological examination not done
01552       TB limb bones-exam unkn         Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)
01553       TB limb bones-micro dx          Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy
01554       TB limb bones-cult dx           Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01555       TB limb bones-histo dx          Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01556       TB limb bones-oth test          Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01560       TB of mastoid-unspec            Tuberculosis of mastoid, unspecified
01561       TB of mastoid-no exam           Tuberculosis of mastoid, bacteriological or histological examination not done
01562       TB of mastoid-exam unkn         Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)
01563       TB of mastoid-micro dx          Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy
01564       TB of mastoid-cult dx           Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01565       TB of mastoid-histo dx          Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01566       TB of mastoid-oth test          Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01570       TB of bone NEC-unspec           Tuberculosis of other specified bone, unspecified
01571       TB of bone NEC-no exam          Tuberculosis of other specified bone, bacteriological or histological examination not done
01572       TB of bone NEC-exam unkn        Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)
01573       TB of bone NEC-micro dx         Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy
01574       TB of bone NEC-cult dx          Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture
01575       TB of bone NEC-histo dx         Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically
01576       TB of bone NEC-oth test         Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]
01580       TB of joint NEC-unspec          Tuberculosis of other specified joint, unspecified
01581       TB of joint NEC-no exam         Tuberculosis of other specified joint, bacteriological or histological examination not done
